Sample Name,Cpd,CAS,Name,Hits,Abund,Mining Algorithm,Area,Base Peak,Mass,Avg Mass,Score,m/z,m/z (prod.),RT,Start,End,Width,"Diff (Tgt, mDa)","Diff (Tgt, ppm)",Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),RT (Tgt),RT Diff (Tgt),Sample Type,Formula,Height,Ions,Polarity,Z Count,Max Z,Min Z,Label,File,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
Propellant Standard 1ug/mL - different method (2),2,,Ethyl Centralite,1,201293,Find by Formula,143998323,610.1842,268.1581,,85.30,269.1653,,13.962,13.809,14.524,0.221,0.53,1.99,85.30,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,10744549,2,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 13.962,Propellant_Std_1ug_diff_meth_2_200221-0004.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (2),3,,Diethyl Phthalate,1,45347,Find by Formula,864828,144.9819,222.0876,,68.36,223.0949,,8.876,8.622,9.220,0.269,-1.62,-7.31,68.36,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,52980,4,Positive,1,1,1,Cpd 3: Diethyl Phthalate; C12 H14 O4; 8.876,Propellant_Std_1ug_diff_meth_2_200221-0004.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (2),4,,Nitrobenzene,1,355895,Find by Formula,8351177,118.0861,123.0321,,99.66,124.0392,,2.477,2.003,2.830,0.972,0.06,0.45,99.66,,Pass,0,123.0320,,,Sample,C6 H5 N O2,264948,5,Positive,1,1,1,Cpd 4: Nitrobenzene; C6 H5 N O2; 2.477,Propellant_Std_1ug_diff_meth_2_200221-0004.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),1,,Diphenylamine,1,153639,Find by Formula,2516809,610.1851,169.0895,,89.81,170.0965,,13.632,13.503,13.919,0.131,0.36,2.13,89.81,,Pass,0,169.0891,,,Sample,C12 H11 N,287684,3,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 13.632,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),2,,Ethyl Centralite,1,1135495,Find by Formula,146153249,610.1877,268.1577,,99.11,269.1649,,13.974,13.810,14.555,0.224,0.12,0.46,99.11,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,10739118,3,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 13.974,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),3,,PETN,1,1867,Find by Formula,52174,226.9515,316.0151,,51.30,339.0052,,2.985,2.710,3.107,1.470,1.27,4.03,51.30,low score,Warning,2,316.0139,,,Sample,C5 H8 N4 O12,3924,4,Positive,1,1,1,Cpd 3: PETN; C5 H8 N4 O12; 2.985,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),4,,HMX,1,2899,Find by Formula,30189,112.0504,296.0456,,51.25,297.0536,,2.721,2.632,2.809,1.437,-0.87,-2.94,51.25,low score,Warning,2,296.0465,,,Sample,C4 H8 N8 O8,5714,3,Positive,1,1,1,Cpd 4: HMX; C4 H8 N8 O8; 2.721,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),5,,Diethyl Phthalate,1,46779,Find by Formula,420905,144.9819,222.0875,,68.82,223.0948,,8.855,8.722,9.092,0.248,-1.68,-7.56,68.82,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,33214,4,Positive,1,1,1,Cpd 5: Diethyl Phthalate; C12 H14 O4; 8.855,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),6,,"2,4-Dinitrodiphenylamine",1,8827,Find by Formula,121203,118.0862,259.0584,,56.94,277.0914,,3.151,3.019,3.302,0.171,-0.86,-3.31,56.94,low score,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,12390,4,Positive,1,1,1,"Cpd 6: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 3.151",Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (3),7,,Nitrobenzene,1,181436,Find by Formula,3760992,453.3463,123.0321,,99.82,124.0393,,8.766,8.199,9.837,1.262,0.02,0.19,99.82,,Pass,0,123.0320,,,Sample,C6 H5 N O2,57515,4,Positive,1,1,1,Cpd 7: Nitrobenzene; C6 H5 N O2; 8.766,Propellant_Std_1ug_diff_meth_2_200221-0006.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
